ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0254991520196,0.000899182981811,0.029093451798,0.108300320804,0.836207866669
2,0.834436118603,0.000459658418549,0.00820632465184,0.122327134013,0.0345707908273
3,0.398541092873,0.00176115974318,0.00686935288832,0.145149722695,0.447678655386
4,0.276408851147,0.00115890195593,0.0162100214511,0.152524188161,0.553698062897
5,0.408118516207,0.000337051518727,0.00572818191722,0.487298220396,0.0985180661082
6,0.154628530145,0.000792249105871,0.0153692783788,0.66253221035,0.166677758098
7,0.220555216074,0.0329131856561,0.50736284256,0.151604026556,0.087564766407
8,0.814707040787,0.00715134898201,0.00552589725703,0.0040741506964,0.168541625142
9,0.874299645424,0.000135795402457,0.000899347127415,0.0745578706264,0.0501073226333
10,0.504554569721,0.000427397753811,0.0603390447795,0.376839220524,0.0578398220241
11,0.800057888031,0.000197794259293,0.00211043539457,0.119562089443,0.078071795404
12,0.015362448059,0.00189925904851,0.460401445627,0.159269586205,0.363067299128
13,0.730809152126,0.000802115246188,0.00640110112727,0.0824438035488,0.179543867707
14,0.853605210781,0.00123156036716,0.00649930397049,0.0405608043075,0.0981031358242
15,0.949248433113,8.41212749947e-05,0.00183211709373,0.0397537648678,0.00908156391233
16,0.798826038837,0.000359798694262,0.00294650695287,0.131397858262,0.0664698407054
17,0.189696982503,0.000857914797962,0.0888748914003,0.637504696846,0.0830655395985
18,0.663942277431,0.000141493292176,0.0018000000855,0.316222280264,0.0178939066827
19,0.210789114237,0.00145362131298,0.0180252715945,0.268152952194,0.501579046249
20,0.00459156977013,0.000531110505108,0.219375610352,0.0064014471136,0.769100248814
21,0.546151638031,0.000366655149264,0.0191418584436,0.27715715766,0.157182753086
22,0.000243743575993,0.00147825898603,0.163499057293,0.00140636239666,0.833372533321
23,0.728744149208,0.000452500185929,0.00524723995477,0.119841173291,0.145714908838
24,0.000777077919338,0.00243685627356,0.055734436959,0.00215951027349,0.938892126083
25,0.79935079813,0.001299404772,0.00792413856834,0.112048901618,0.0793767124414
26,0.195139080286,0.00237698643468,0.0649952068925,0.0204552095383,0.71703350544
27,0.909779787064,0.00191865314264,0.00139597104862,0.0117167588323,0.075188793242
28,0.0241401512176,0.165395081043,0.212589994073,0.0136304339394,0.584244310856
29,0.303689032793,0.000395470910007,0.070040807128,0.487827062607,0.138047575951
30,0.315430164337,0.000418835930759,0.0231579300016,0.58181065321,0.0791823640466
31,0.321870833635,0.00438598217443,0.0369603447616,0.153807803988,0.482975035906
32,0.911915123463,0.000837671454065,0.000397984229494,0.0184985809028,0.0683505982161
33,0.0833985283971,0.00275923800655,0.0638455972075,0.031631372869,0.81836527586
34,0.983039438725,0.000801857968327,0.000558369851205,0.00980148650706,0.00579881248996
35,0.650945067406,0.00392014300451,0.00979854539037,0.00570582551882,0.329630434513
36,0.598064124584,0.000823912094347,0.0187136176974,0.175960093737,0.206438213587
37,0.0601715706289,0.0151759879664,0.175516724586,0.00252426671796,0.74661141634
38,0.938873529434,0.000224238800001,0.000342229672242,0.0304114110768,0.0301485471427
39,0.300009131432,0.000160208539455,0.0133780930191,0.572121679783,0.114330843091
40,0.347898215055,0.00118926796131,0.0297107193619,0.103197805583,0.518003940582
41,0.0563761293888,0.000759735761676,0.00898911990225,0.500298380852,0.433576613665
42,0.00215093977749,0.00370923732407,0.0234986580908,0.00506545603275,0.965575695038
43,0.611730992794,0.00922914408147,0.0106155965477,0.0953723415732,0.273051947355
44,0.000371243368136,0.034111738205,0.0264702830464,0.00121817179024,0.937828540802
45,0.0986467525363,0.00440556555986,0.0873232409358,0.0304019413888,0.779222488403
46,0.416560530663,0.00161046895664,0.010171437636,0.0564789772034,0.515178620815
47,0.286828219891,0.00592795899138,0.0496871136129,0.212924391031,0.444632351398
48,0.581975221634,0.000969379674643,0.0383718200028,0.266390323639,0.112293303013
49,0.276366710663,0.000260518951109,0.0403884872794,0.465366333723,0.217617928982
50,0.0438662171364,0.00286990380846,0.0187766589224,0.164278939366,0.77020829916
51,0.366752684116,0.0187080651522,0.0442790910602,0.00975023861974,0.56050992012
52,0.155471354723,0.000609523849562,0.0212215706706,0.730551719666,0.092145845294
53,0.961664259434,0.000939423043747,0.000989650958218,0.00993235874921,0.0264742895961
54,0.116848260164,0.0150544596836,0.0355006158352,0.0037034091074,0.828893303871
55,0.0080788815394,0.00280080339871,0.373144865036,0.0121892374009,0.603786230087
56,0.450397193432,0.0047957515344,0.0507747493684,0.194309055805,0.299723267555
57,0.576620399952,0.00022679718677,0.00226091570221,0.370659828186,0.0502320118248
58,0.000293310644338,0.00614448217675,0.0482049249113,0.000867940369062,0.944489359856
59,0.000768394849729,0.00365174142644,0.0214659720659,0.000656927120872,0.973456978798
60,0.711284458637,0.000625780143309,0.001938574831,0.0198414567858,0.266309678555
61,0.872589886189,0.000170540370164,0.0341970287263,0.0201614219695,0.0728810727596
62,0.10573233664,0.000132789980853,0.113212488592,0.505310058594,0.275612324476
63,0.305022805929,0.000968455336988,0.01164586097,0.446240156889,0.236122772098
64,0.000261902780039,0.0247987397015,0.0146213257685,0.000506281096023,0.959811747074
65,0.00375610147603,0.0173418875784,0.0523382052779,0.000506090815179,0.926057755947
66,0.810930490494,0.000695205351803,0.00264057097957,0.152846172452,0.0328875444829
67,0.979643046856,0.000384055019822,0.000636807177216,0.00597004778683,0.0133660826832
